axis,interval,lo,hi,mid,width,regime,aoa,h,drift,gamma,method,mean,std,max,ipfp_res,converged
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0017340306465486724,0.0005209930264254339,0.0023079276690451344,4.022553419247288e-07,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0009860999750190193,0.00023361572602783204,0.0012146728309301703,4.022553419247288e-07,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.00191998027338789,0.0006215290359048327,0.0026327670190390575,4.022553419247288e-07,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.0014745545380111741,0.0004344961686697961,0.0019453102936982,1.0549413346438996e-05,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0009860999750190193,0.00023361572602783204,0.0012146728309301703,1.0549413346438996e-05,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.00191998027338789,0.0006215290359048327,0.0026327670190390575,1.0549413346438996e-05,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.0014005267959426185,0.0004091405243898568,0.0018406754567167683,3.587559064044399e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0009860999750190193,0.00023361572602783204,0.0012146728309301703,3.587559064044399e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,Linear,0.00191998027338789,0.0006215290359048327,0.0026327670190390575,3.587559064044399e-06,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.001499500918505646,0.0004489267339975998,0.0019906456184291582,3.277707623183801e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0009027916323509436,0.0001951313585983111,0.0010947994855714488,3.277707623183801e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.0015378133619101326,0.0004892043183573691,0.002084561075485918,3.277707623183801e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.0012082633643997877,0.0003513394201561736,0.0015890515596586484,1.0126234741392182e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0009027916323509436,0.0001951313585983111,0.0010947994855714488,1.0126234741392182e-05,False
